beta1,beta2,beta3,gen1,gen2,gen3,gen4,gen5,gen6,gen7,gen8,gen9,gen10,gen11,gen12,gen13,gen14,gen15,gen16,gen17,gen18,gen19,gen20,gen21,gen22,gen23,gen24,gen25,gen26,gen27,gen28,gen29,gen30,gen31,gen32,gen33,gen34,gen35,gen36,gen37,gen38,gen39,gen40,gen41,gen42,gen43,gen44,gen45,gen46,gen47,gen48,gen49,gen50,gen51,gen52,gen53,gen54,gen55,gen56,gen57,gen58,gen59,gen60,gen61,gen62,gen63,gen64,gen65,gen66,gen67,gen68,gen69,gen70,gen71,gen72,gen73,gen74,gen75,gen76,gen77,gen78,gen79,gen80,gen81,gen82,gen83,gen84,gen85,gen86,gen87,gen88,gen89,gen90,gen91,gen92,gen93,gen94,gen95,gen96,gen97,gen98,gen99,gen100
5.0,0.4,3.0,0.07087913933680677,0.07820990722551434,0.09700706754619715,0.11381112207532086,0.13665697639123334,0.13665697639123334,0.14212450151879058,0.15534770488710167,0.15593941376278594,0.15643061418185403,0.15643061418185403,0.16345412918947205,0.1670989683866498,0.16844893528700708,0.17740067483046132,0.17740067483046132,0.17740067483046132,0.18359272695329515,0.18470300693474923,0.18470300693474923,0.1910133706403254,0.1910133706403254,0.1933486948118663,0.19599709368745455,0.19831700620019718,0.19831700620019718,0.19953659645268346,0.2020929312053991,0.20317397084460842,0.20453349318441344,0.20938042546368557,0.20938042546368557,0.20941815808959585,0.21332587007206097,0.21332587007206097,0.21332587007206097,0.21343987847016518,0.21601714093262156,0.21601714093262156,0.21784199537328572,0.21784199537328572,0.22108038029528349,0.22108038029528349,0.22108038029528349,0.2212361043947713,0.22311706248130495,0.22500415301577836,0.22566312617201612,0.22566312617201612,0.22566312617201612,0.22566312617201612,0.22628413211347445,0.22688090971322736,0.22750324736775834,0.22947022841638912,0.22947022841638912,0.22964742704705837,0.2298628071005862,0.23052954577518195,0.23077255260872823,0.23077255260872823,0.23206623415082472,0.23398926320001548,0.23398926320001548,0.23398926320001548,0.23398926320001548,0.23398926320001548,0.23408683555153129,0.23408683555153129,0.23444292464877417,0.23464382026383274,0.23623354403410368,0.2365282380772964,0.23689085606027768,0.23689085606027768,0.23689085606027768,0.23695811257700525,0.23695811257700525,0.2373874024094349,0.2375851191064901,0.23811908319789662,0.23856358617530857,0.23950601308931296,0.23950601308931296,0.23950601308931296,0.24028109098522196,0.24028109098522196,0.24028109098522196,0.24028109098522196,0.24112084193778532,0.24112084193778532,0.24122923476236374,0.24122923476236374,0.2415913037426668,0.24192255697163778,0.24223031339852377,0.2432086453575354,0.2438154067268702,0.2438154067268702,0.2438154067268702
0.4,0.1,0.1,0.8091731709855797,0.8155694354688429,0.8297442855608774,0.8631282510405235,0.8720446911254784,0.8720446911254784,0.8903864654300103,0.8903864654300103,0.9001755098955395,0.9044532497185166,0.91163772780491,0.9194808017383651,0.919534774766976,0.9236988410563544,0.9251667588435015,0.9263008108840698,0.927428619868467,0.9283276364082501,0.9287591116855445,0.9297433093547862,0.9305214903943196,0.9320161906882015,0.932870646803149,0.9336538386685782,0.9340196702469115,0.9344930932461232,0.9353702401015486,0.9353702401015486,0.9354883499973301,0.9360188975943046,0.936309347765411,0.9371973602173328,0.937498321125313,0.9377362659250486,0.9384968772102238,0.9387166072532084,0.938780488702029,0.9392513902678198,0.9397495724970005,0.9398188501815812,0.9401748395338422,0.9401748395338422,0.9405053511231304,0.9411142516422486,0.9412993629525265,0.9413608587976868,0.9413637417648121,0.9419440243951545,0.9420393095022472,0.9420978827121096,0.9420978827121096,0.9421275010115031,0.9427270053983354,0.9427270053983354,0.9428927483396177,0.9430468156141412,0.9430938251821187,0.943316653284576,0.9436072706086505,0.9437557041132062,0.9437557041132062,0.9437557041132062,0.9437557041132062,0.9437671637841204,0.9440418531352508,0.9441929507125925,0.9441929507125925,0.9443631742389174,0.9443631742389174,0.9443883654563174,0.9446574677804332,0.9446642672781025,0.9446642672781025,0.944786880700548,0.944786880700548,0.9449978755904869,0.9450310846441525,0.9450310846441525,0.9450477852586899,0.9450591366692868,0.9451749205433821,0.9452187555095918,0.9452187555095918,0.9452512776016526,0.945261328994832,0.9454373818187327,0.9454373818187327,0.9454373818187327,0.945503676728557,0.945503676728557,0.9455453829311015,0.9455702026533348,0.9456911828306512,0.9456911828306512,0.9456911828306512,0.9457456558815509,0.9457456558815509,0.9457607508943533,0.9457607508943533,0.9457964672804409
0.1,3.0,0.1,0.21051632001141557,0.21051632001141557,0.2610185015838431,0.26680371963443394,0.2873182990233913,0.28803245869136657,0.3592009894176727,0.36242945065924304,0.40099140418214946,0.4020718607346178,0.4767742514114911,0.4792699364931275,0.5015205547407297,0.5273072833911582,0.5338414271240263,0.5510373182611176,0.5510373182611176,0.562689790545393,0.5873162938504835,0.5977987383557258,0.6119308220236941,0.6119308220236941,0.6172832701872533,0.6232750625807774,0.6340556360090749,0.6395158081315171,0.6484290646557826,0.6526070247924358,0.6656115311144675,0.6672456973716133,0.6698273068898777,0.6698273068898777,0.6745500551540394,0.6799496155627307,0.6901269174895324,0.6901269174895324,0.6914445179583855,0.6936090277918138,0.6971930459482532,0.7000684716648063,0.7011244247113364,0.7041568540525847,0.7057718250118611,0.7101717246314908,0.7113850468412992,0.7141412710910147,0.714988235322989,0.7159886211381303,0.7181641259861041,0.7228129922355667,0.7228129922355667,0.7252508664780515,0.725860938918046,0.7262503674978742,0.7290105038171519,0.731528867333844,0.731528867333844,0.7321349972668016,0.7321349972668016,0.7331795837146823,0.7368236601884776,0.7368236601884776,0.7368236601884776,0.7393606036248456,0.7413283299748294,0.7413283299748294,0.7413283299748294,0.7413283299748294,0.7418340525710205,0.743448602504754,0.7435096753387219,0.7447077649264473,0.7447077649264473,0.7450379426432774,0.7451450238623227,0.7452404748063514,0.7477637801448527,0.7477637801448527,0.7477637801448527,0.7481970449462503,0.7481970449462503,0.7487710558995926,0.7490522078901107,0.7490522078901107,0.7499259148918173,0.75119660416089,0.7514993802354456,0.7514993802354456,0.7518958982021142,0.7518958982021142,0.7528834713589404,0.7532524354013035,0.7532524354013035,0.753641081225088,0.754927987125461,0.754927987125461,0.754927987125461,0.7552286770916017,0.7552946617576033,0.7556754593561859
3.0,0.4,0.4,0.20432008530746792,0.21674898001292592,0.24665051456255227,0.3315621811790235,0.3581298896195907,0.3581298896195907,0.41863845910137,0.41863845910137,0.4544163514297162,0.470864475782993,0.49965147640033714,0.532807088106972,0.5595017153335514,0.6054588379415203,0.6100512348332356,0.6309536787048662,0.6563654344960945,0.6651498024856249,0.6809127205848429,0.6809127205848429,0.6958251581265651,0.6981947014699436,0.7066327710889778,0.7105965641704397,0.7205152610158125,0.7220055557157928,0.7220055557157928,0.7274035381425005,0.7274035381425005,0.7309238735136562,0.7309238735136562,0.7385624168748492,0.7385869774646423,0.7424438164608869,0.7424438164608869,0.743985927759669,0.743985927759669,0.7459830301742431,0.7469275469647119,0.7489888427675772,0.753691721164798,0.7537460634533723,0.7542109892232068,0.7546443673848762,0.7583275081087063,0.7584830195240783,0.7600257187764069,0.7604232479425023,0.7623620872023927,0.7623620872023927,0.7640599926347372,0.7645615312860736,0.7654392027880567,0.767146753324935,0.767263504017703,0.7693637711249577,0.7693637711249577,0.7698296961782155,0.7705946436485863,0.7719894483220231,0.7719894483220231,0.7719894483220231,0.7722688961421815,0.7728393181936674,0.7738197384882503,0.7738197384882503,0.7744440011119533,0.7744440011119533,0.7750946530055017,0.7754316782954522,0.7755386661005373,0.7766600664400649,0.7768941878307245,0.7770780316419479,0.7775754515679619,0.7778694214825385,0.7779705610882893,0.7783335811298056,0.7783335811298056,0.7788613893205775,0.7792223542446227,0.7799067650518278,0.7799067650518278,0.7802543776912075,0.7804685256265792,0.7806326510496602,0.7809300485995174,0.7809300485995174,0.7812469795138133,0.7814022209964477,0.7819716880330617,0.7819716880330617,0.7822018366684556,0.7822018366684556,0.7822018366684556,0.782252746821514,0.7825167381690619,0.782547283571149,0.7826688660005475,0.7828530086886163
0.4,0.4,5.0,0.09981719446058954,0.09981719446058954,0.12330962680283242,0.1425952699818386,0.17312932802110095,0.17312932802110095,0.17862817431659003,0.20610431421338682,0.25641641921467845,0.25641641921467845,0.2742471117143524,0.2742471117143524,0.2801185633073352,0.287527589287665,0.30907793094008384,0.31364501414795304,0.3277314179609284,0.3277314179609284,0.337369641758354,0.3491317927643869,0.3535412131328279,0.3568357060158591,0.36380668023669815,0.36380668023669815,0.3670801017856665,0.3775876807567547,0.385138863771136,0.38532848094900485,0.3994393628878941,0.3994393628878941,0.40154647368648105,0.4057388456131971,0.40951459528081874,0.4125911872131312,0.4167468071521116,0.4197480981120541,0.4245147874969464,0.43341370649428973,0.4342102920699075,0.43572786157587046,0.44047711353989794,0.44219276240418226,0.44219276240418226,0.44219276240418226,0.4464171836416917,0.4508870108572107,0.46293129048642107,0.46293129048642107,0.46293129048642107,0.46293129048642107,0.4640411106684385,0.47025214370776375,0.47025214370776375,0.47025214370776375,0.47207135370924524,0.47207135370924524,0.47207135370924524,0.47833371217677045,0.47931924180691704,0.47931924180691704,0.4837670465890216,0.4837670465890216,0.4878577157432477,0.49159203358270437,0.49159203358270437,0.49159203358270437,0.49159203358270437,0.49159203358270437,0.49391240952387433,0.49391240952387433,0.49720543112477067,0.49720543112477067,0.49720543112477067,0.4979315419705477,0.4979315419705477,0.49809847786141487,0.5015523439767287,0.5015523439767287,0.502056041763351,0.5103920186977982,0.5103920186977982,0.5103920186977982,0.5103920186977982,0.5103920186977982,0.5103920186977982,0.5103920186977982,0.5103920186977982,0.5103920186977982,0.5103920186977982,0.511331494598625,0.511331494598625,0.5115345269022423,0.5121070971431698,0.5127608179908945,0.5134071555574619,0.5145933872281042,0.5145933872281042,0.5145933872281042,0.5153134880604433,0.5187504405482407
3.0,0.4,1.0,0.20432008530746792,0.21674898001292592,0.24665051456255227,0.3315621811790235,0.3581298896195907,0.3581298896195907,0.41863845910137,0.41863845910137,0.44535968986839586,0.46376200464888107,0.46862774920491324,0.47465773845031006,0.4829436699609208,0.48755759793492204,0.49705331869674946,0.49978393956727,0.5112613365699756,0.5112613365699756,0.5157149103953306,0.5196250228270071,0.5241967646984598,0.5250544088500195,0.5250544088500195,0.5302448825969059,0.5302448825969059,0.5334778714463635,0.5373275161738204,0.5401141802268407,0.5415028830552171,0.5451221118497793,0.5515110636979367,0.5515110636979367,0.5515110636979367,0.5515110636979367,0.5551200961801686,0.5555911382597559,0.5574439070473962,0.5611526347969399,0.5628380518272005,0.5630607644249176,0.5632713863723591,0.5654026334437917,0.5654026334437917,0.5664869214556927,0.5664869214556927,0.5683417154795724,0.5683417154795724,0.5706021349224715,0.5706021349224715,0.5708095200394779,0.5719274743725199,0.5722289923714329,0.5739793779772823,0.5751810380017358,0.5751810380017358,0.5751810380017358,0.5751810380017358,0.5751810380017358,0.5767328781508143,0.5774078183404039,0.5774078183404039,0.5777245070053061,0.5781966396121981,0.5793366208393228,0.5799627578044564,0.5799627578044564,0.5807587439254519,0.5807587439254519,0.5811692193771565,0.5811692193771565,0.5811692193771565,0.5824981616204088,0.5824981616204088,0.5831261193978456,0.5831261193978456,0.5839462828221305,0.5839462828221305,0.5839462828221305,0.5839462828221305,0.5839462828221305,0.5851261992207659,0.5851261992207659,0.5851261992207659,0.5851261992207659,0.5851261992207659,0.5854246305622741,0.5854246305622741,0.585493551742644,0.5862793777905824,0.5863263059173444,0.5863263059173444,0.5863282858056587,0.586765427588363,0.5868376837454424,0.5868376837454424,0.5868656192968451,0.5869426991169013,0.5877793398577865,0.5877793398577865,0.5877793398577865
3.0,0.1,3.0,0.16865632876414677,0.1717441543062813,0.17481089841842684,0.17507687553563162,0.18894091430764923,0.19059459928662767,0.19260553335069672,0.1992104720978172,0.20310786402737777,0.2031934138488991,0.2086118229671531,0.21430128101570006,0.21569495755555299,0.21632403606666722,0.22522619940555716,0.22936696747553142,0.23212515260791278,0.23219178421805364,0.23430599199112853,0.23586788107730688,0.2412174084058929,0.242104863360025,0.24410291709480006,0.24410291709480006,0.24701256809269595,0.25137839128459644,0.25137839128459644,0.25137839128459644,0.2530904364057056,0.2565142628815628,0.2565142628815628,0.2593631190472215,0.2594640564620822,0.2606728541641917,0.2631796649364351,0.2664947708358597,0.2664947708358597,0.26870282600067696,0.2707212009118163,0.2707212009118163,0.2707212009118163,0.2707212009118163,0.2718365469739421,0.2722430621635898,0.2722430621635898,0.2722430621635898,0.27385084759084377,0.27606466448271344,0.27606466448271344,0.27606466448271344,0.2780921093131413,0.2780921093131413,0.2780921093131413,0.278659324434268,0.2786766161483024,0.28029412478408117,0.28029412478408117,0.28029412478408117,0.2803498161810725,0.28269043629691015,0.28269043629691015,0.28269043629691015,0.28269043629691015,0.2840919878951008,0.28454860530278975,0.28454860530278975,0.28454860530278975,0.2847110469758609,0.2860508057782119,0.2864156300628671,0.2864800670263296,0.2864800670263296,0.2869930400437703,0.2869930400437703,0.2877600070004967,0.288209812975523,0.288209812975523,0.2887378620146421,0.2887378620146421,0.28927066890440023,0.2900188462510457,0.2900188462510457,0.29081879691233836,0.29081879691233836,0.2912144604506177,0.2920578821993974,0.2920578821993974,0.2920578821993974,0.2920578821993974,0.29253384484447115,0.29253384484447115,0.29253384484447115,0.29253384484447115,0.29295549506222923,0.29295549506222923,0.2948548880557505,0.2948548880557505,0.2949939787644219,0.2954945174228737,0.2956207625908017
1.0,3.0,5.0,0.07969628468290368,0.08179623059183506,0.09144152057655809,0.09144152057655809,0.09888759061281328,0.10626251377449755,0.111961899429096,0.111961899429096,0.11808278903189276,0.11863253733954482,0.11863253733954482,0.12437865305084451,0.12848603445341267,0.12848603445341267,0.13065158508603927,0.13260999637697596,0.13861152745915592,0.13861152745915592,0.139514959784767,0.14607662014014225,0.14813260224955965,0.15183607631839185,0.15183607631839185,0.15183607631839185,0.15678982616625808,0.16157408678675098,0.16157408678675098,0.16187827851050487,0.16547052860879394,0.1668315325744197,0.1668315325744197,0.17010841759070902,0.17010841759070902,0.17064854369184201,0.17214635197434902,0.1726415402432303,0.17671337046746025,0.17849401060462547,0.18132433388576755,0.18132433388576755,0.18132433388576755,0.1819096116352251,0.18211515301367417,0.1838837242192405,0.1838837242192405,0.18736790961227617,0.18736790961227617,0.18901944384787342,0.18901944384787342,0.18901944384787342,0.19068409109443082,0.19168910096997144,0.19179931894293178,0.19252795066685388,0.1944012426387366,0.1944012426387366,0.1944012426387366,0.19517376085273203,0.19676038289722686,0.19815862132447692,0.19815862132447692,0.20020474783847608,0.20020474783847608,0.20020474783847608,0.2010901373173676,0.2025682055108897,0.2025682055108897,0.20323651234846685,0.20323651234846685,0.20480929683033558,0.2048320677335278,0.2048320677335278,0.2050788664618108,0.2052425182176578,0.20608387154247063,0.20660440713652087,0.20660440713652087,0.2068339761363453,0.2081516616951538,0.20824412202904688,0.2089812639165353,0.20950680966596763,0.20950680966596763,0.20950680966596763,0.20950680966596763,0.21056786730192947,0.21056786730192947,0.2109179350316565,0.2109179350316565,0.21134131319801255,0.21134131319801255,0.2129684029782366,0.21306432512682807,0.21306432512682807,0.21306432512682807,0.21340433231988254,0.21455214844483522,0.21455214844483522,0.21455214844483522,0.21455214844483522
0.1,1.0,1.0,0.552496489070661,0.552496489070661,0.552496489070661,0.5705882711316375,0.5705882711316375,0.5755369592573446,0.5917535276464819,0.5917535276464819,0.5955661093455792,0.5965809394710905,0.5965809394710905,0.5972816571697512,0.6041881620452367,0.6098007139898318,0.6128017054644029,0.614378658312878,0.6212784705960689,0.6212784705960689,0.6212784705960689,0.6249566458861919,0.6249566458861919,0.6254472749872728,0.6306515432871441,0.631891480898768,0.631891480898768,0.6354842418863024,0.6384852676255014,0.6384852676255014,0.6384852676255014,0.6410118244045708,0.6416717800301168,0.6454382480111405,0.6454382480111405,0.6458428280645235,0.64658553980787,0.64658553980787,0.6482776336090948,0.6502830695794896,0.6502830695794896,0.6514587989802783,0.6525197272952635,0.6536666841199126,0.6536666841199126,0.655936320584379,0.655936320584379,0.6566352045799734,0.6590664993260672,0.6592925617671013,0.6592925617671013,0.6594066079583414,0.6606826886989563,0.6607197647074612,0.6613146383545223,0.6631061004662046,0.6631061004662046,0.6632180597973447,0.6634609148455013,0.6642240256431798,0.664838344710908,0.6650201515408541,0.6661650097940258,0.6661650097940258,0.6665075656910563,0.6674655102886584,0.6680422494638575,0.6680422494638575,0.6686791600002429,0.6687625953283639,0.6692026426475004,0.6694819535675908,0.6698197100528326,0.6703382294611253,0.6708532008300617,0.6712210965546633,0.6712210965546633,0.6718621264365635,0.6718621264365635,0.6725155317208343,0.6726374361737162,0.6726374361737162,0.6730169649507969,0.6731950334027386,0.6734403097496324,0.6735678080847927,0.6743461227469596,0.6743857339058185,0.6744607661462906,0.6749569617936614,0.6751560867136848,0.6751560867136848,0.6753422289851482,0.67540591080142,0.6754623276644495,0.6759667973440231,0.6759667973440231,0.6762607060172857,0.6764565045092346,0.6768115165573462,0.6768115165573462,0.6770195469746318
3.0,1.0,0.4,0.20432008530746792,0.21674898001292592,0.24665051456255227,0.3315621811790235,0.3581298896195907,0.3581298896195907,0.41863845910137,0.41863845910137,0.4544163514297162,0.470864475782993,0.49965147640033714,0.532807088106972,0.5595017153335514,0.6054588379415203,0.6100512348332356,0.6309536787048662,0.6563654344960945,0.6651498024856249,0.6809127205848429,0.6809127205848429,0.6958251581265651,0.6981947014699436,0.7066327710889778,0.7105965641704397,0.7205152610158125,0.7220055557157928,0.7220055557157928,0.7274035381425005,0.7274035381425005,0.7309238735136562,0.7309238735136562,0.7385624168748492,0.7385869774646423,0.7424438164608869,0.7424438164608869,0.743985927759669,0.743985927759669,0.7459830301742431,0.7469275469647119,0.7489888427675772,0.753691721164798,0.7537460634533723,0.7542109892232068,0.7546443673848762,0.7583275081087063,0.7584830195240783,0.7600257187764069,0.7604232479425023,0.7623620872023927,0.7623620872023927,0.7640599926347372,0.7645615312860736,0.7654392027880567,0.767146753324935,0.767263504017703,0.7693637711249577,0.7693637711249577,0.7698296961782155,0.7705946436485863,0.7719894483220231,0.7719894483220231,0.7719894483220231,0.7722688961421815,0.7728393181936674,0.7738197384882503,0.7738197384882503,0.7744440011119533,0.7744440011119533,0.7750946530055017,0.7754316782954522,0.7755386661005373,0.7766600664400649,0.7768941878307245,0.7770780316419479,0.7775754515679619,0.7778694214825385,0.7779705610882893,0.7783335811298056,0.7783335811298056,0.7788613893205775,0.7792223542446227,0.7799067650518278,0.7799067650518278,0.7802543776912075,0.7804685256265792,0.7806326510496602,0.7809300485995174,0.7809300485995174,0.7812469795138133,0.7814022209964477,0.7819716880330617,0.7819716880330617,0.7822018366684556,0.7822018366684556,0.7822018366684556,0.782252746821514,0.7825167381690619,0.782547283571149,0.7826688660005475,0.7828530086886163
