s1,s2,s3,gen1,gen2,gen3,gen4,gen5,gen6,gen7,gen8,gen9,gen10,gen11,gen12,gen13,gen14,gen15,gen16,gen17,gen18,gen19,gen20,gen21,gen22,gen23,gen24,gen25,gen26,gen27,gen28,gen29,gen30,gen31,gen32,gen33,gen34,gen35,gen36,gen37,gen38,gen39,gen40,gen41,gen42,gen43,gen44,gen45,gen46,gen47,gen48,gen49,gen50,gen51,gen52,gen53,gen54,gen55,gen56,gen57,gen58,gen59,gen60,gen61,gen62,gen63,gen64,gen65,gen66,gen67,gen68,gen69,gen70,gen71,gen72,gen73,gen74,gen75,gen76,gen77,gen78,gen79,gen80,gen81,gen82,gen83,gen84,gen85,gen86,gen87,gen88,gen89,gen90,gen91,gen92,gen93,gen94,gen95,gen96,gen97,gen98,gen99,gen100
0.8,0.4,0.2,0.491126122692191,0.4939702567910213,0.4983620475300143,0.5147250737636051,0.5240279718402513,0.5240279718402513,0.5331940089789936,0.5443101615538648,0.5443101615538648,0.5443101615538648,0.5443101615538648,0.5513717052249982,0.5540421274258205,0.5612699209932074,0.5612699209932074,0.5673965747259264,0.5673965747259264,0.5680203369397758,0.5701829667447157,0.5738509014341766,0.5747653293024332,0.5788680051074203,0.5788680051074203,0.5789568310627929,0.5790814772976293,0.5838913648630284,0.5838913648630284,0.5871048254533859,0.589258227966541,0.5909782309343647,0.5919398076438972,0.5921800997345246,0.5921800997345246,0.5958090219766169,0.5958090219766169,0.5959236232734121,0.5964559082100868,0.5973568632176283,0.5993433449306388,0.5993433449306388,0.6017211758821183,0.6017876145890151,0.6017876145890151,0.6020260488337457,0.6027538025750891,0.6033034855897239,0.6058057640063897,0.6058057640063897,0.6058057640063897,0.6060790474951853,0.6084602260967277,0.6084602260967277,0.6084602260967277,0.6084602260967277,0.6084602260967277,0.6098468252053685,0.6098468252053685,0.6098468252053685,0.6101425063556892,0.6101873192886781,0.6112797992647167,0.6127396837567928,0.6127396837567928,0.6132022349558217,0.6132022349558217,0.6132022349558217,0.614314185406021,0.614314185406021,0.614314185406021,0.6149048867741708,0.6149061517851692,0.6149514393529746,0.6161127092776794,0.6161127092776794,0.6169189606271478,0.6169189606271478,0.6169189606271478,0.6169189606271478,0.6169206994792029,0.6173359196141043,0.6173359196141043,0.6179138117891613,0.6180666294689953,0.6188347166399086,0.6188347166399086,0.6188347166399086,0.6188358597739649,0.6191104964604311,0.6200469897038641,0.6200469897038641,0.6202163311402291,0.6202163311402291,0.6204395006623461,0.62102555925676,0.6221869351907526,0.6221869351907526,0.6221869351907526,0.6221869351907526,0.6221869351907526,0.6222403340056314
0.2,1.0,0.8,0.4467430439881846,0.4467430439881846,0.4467430439881846,0.4546013093368397,0.4664619105462601,0.4664619105462601,0.4742976685389288,0.4843747758122085,0.4850136085678867,0.48902067615171296,0.48933172859221785,0.49622686583365344,0.49622686583365344,0.4974330606938483,0.5021042159810598,0.5057972256446874,0.5086247026182649,0.5125386571360157,0.5137116675259027,0.5194989909412496,0.5222587364210801,0.5222587364210801,0.5272139762312479,0.5272139762312479,0.5309721084256515,0.5309721084256515,0.53250339197062,0.5364445087638603,0.5370231124585966,0.5370231124585966,0.54060700658104,0.54060700658104,0.54060700658104,0.5451797468978864,0.5451797468978864,0.5478964071638949,0.5478964071638949,0.5489824288364573,0.5489824288364573,0.549461150950866,0.549461150950866,0.549461150950866,0.5517081032135467,0.5517840493938724,0.5544297467242729,0.5544297467242729,0.5544297467242729,0.5544297467242729,0.5548655128121455,0.5574029052369615,0.558229377676537,0.5585027240807868,0.559823545188753,0.5611503550549982,0.5611503550549982,0.5611503550549982,0.5611503550549982,0.5628283010845483,0.5628283010845483,0.5628548499068012,0.5639642595412883,0.5639642595412883,0.5644716213290626,0.5648084083304864,0.5652121357419427,0.5662546026297652,0.56632218413408,0.5670978401988201,0.567553177056935,0.567553177056935,0.5676003201024864,0.5681374319807462,0.5687591908439129,0.5691512260050815,0.5704444976123639,0.5704444976123639,0.5704444976123639,0.5704444976123639,0.5705925379816534,0.5708074171913053,0.5717797820706094,0.5717797820706094,0.5717797820706094,0.5723159835788355,0.5723159835788355,0.5723866057017362,0.5731144010501016,0.5741239387780839,0.5741239387780839,0.5741239387780839,0.5742434144492972,0.5742434144492972,0.5743093486381805,0.5745967104665287,0.5754450405823835,0.5754450405823835,0.5756960064820918,0.5756960064820918,0.5756960064820918,0.5757338989456409
0.4,0.4,0.2,0.5203163340868481,0.5203163340868481,0.5203163340868481,0.5246134627260787,0.5268865758728289,0.5359613180420129,0.5413095612180049,0.5498408331160338,0.5498408331160338,0.5556172229733901,0.5556172229733901,0.5616215037756485,0.5712226149763542,0.5719076605117204,0.5719076605117204,0.5729834361613022,0.5811527206264075,0.5837979373788904,0.5837979373788904,0.5900916662540436,0.5900916662540436,0.5900916662540436,0.5905336235423515,0.5939565743945052,0.5942414262606619,0.5942414262606619,0.5954052738861099,0.597907773584397,0.6014481673127955,0.6014481673127955,0.6030646476670227,0.6030646476670227,0.6042631787518876,0.6062951530048878,0.6078929142364476,0.610881070016409,0.6111251257200898,0.6113631656690446,0.611542226374085,0.6123672839108567,0.6123672839108567,0.6129318173073082,0.6132260654708956,0.6146162038499198,0.6155733050962539,0.6163398203151707,0.6188489101384652,0.6189664533327938,0.6189664533327938,0.6197624852414664,0.6197624852414664,0.6205906068500823,0.6210674850532584,0.6225312489709142,0.6226635303792345,0.6226635303792345,0.6228944667247829,0.6230575638456146,0.6255651012504122,0.6256925969603717,0.6278286625783192,0.6278286625783192,0.6278286625783192,0.6278286625783192,0.6278286625783192,0.6278286625783192,0.6282252224471988,0.6282252224471988,0.6284964236101372,0.6305613065632987,0.6305613065632987,0.6305613065632987,0.6305613065632987,0.6312059940620403,0.6312059940620403,0.6312059940620403,0.6313743660857946,0.6317574023722516,0.6321502885694633,0.6321828538252402,0.6324007578797974,0.632882996624048,0.6329831256048661,0.6337945240465648,0.6337945240465648,0.6339059124114358,0.6342545068274588,0.6342800061934195,0.6348638282439936,0.6348638282439936,0.6348638282439936,0.6349731978262875,0.6354779097400999,0.6354779097400999,0.6360992285893985,0.6360992285893985,0.6361004666036497,0.6363192521820361,0.6364236415292114,0.636445577020867
0.4,0.2,0.4,0.5028655129472913,0.5028655129472913,0.5095630582136974,0.5144059209878867,0.5173459549224535,0.5204244404266044,0.5459053484502415,0.5459053484502415,0.5459053484502415,0.5459053484502415,0.5530020952484976,0.5530020952484976,0.5557846563620044,0.5562970477396773,0.5628200684257841,0.566750925444492,0.566750925444492,0.5714305492231601,0.5772779257416328,0.5772779257416328,0.5772779257416328,0.5772779257416328,0.5782916825034177,0.5812252031408991,0.5812252031408991,0.5817823195720822,0.5819326679440279,0.5819326679440279,0.5848244101609793,0.5881228825911664,0.5881228825911664,0.5887451489988794,0.5909630869937097,0.5916242069789,0.5932100604015226,0.596934197499926,0.596934197499926,0.596934197499926,0.5977123842536682,0.5977123842536682,0.5993229285866569,0.5993229285866569,0.6007519754501792,0.6024157911931025,0.6024157911931025,0.6024157911931025,0.6026186969760494,0.6029595189543974,0.6040059297404997,0.6040232846809914,0.6043666368306713,0.6054406320667102,0.6063302084570421,0.6067881463001807,0.6070720998064529,0.6070720998064529,0.6077822768295921,0.6083587174126631,0.60844424926344,0.6087225763820041,0.6101414381585455,0.6101414381585455,0.6101414381585455,0.6115982201135859,0.6115982201135859,0.6123202976024378,0.6123202976024378,0.6126537733587188,0.6137468935524244,0.6137468935524244,0.6137468935524244,0.6140112002789772,0.6151155083321904,0.6151155083321904,0.6156218614508168,0.6156218614508168,0.6156218614508168,0.6161129357757035,0.6161129357757035,0.6161129357757035,0.6164254689935413,0.6170229825403573,0.6170229825403573,0.6184796345388779,0.6184796345388779,0.6185232815444401,0.6185232815444401,0.6185232815444401,0.6185837339466579,0.6187843534359057,0.6187843534359057,0.6188470106058708,0.6194254816791782,0.6198028156409062,0.6200672643429241,0.6200672643429241,0.6200672643429241,0.6200672643429241,0.6200672643429241,0.6203640573551805
0.6,0.8,1.0,0.4292575633271961,0.4298402205346042,0.4510622833822451,0.4510622833822451,0.4646152910055971,0.4646152910055971,0.4646152910055971,0.46984834894980637,0.46984834894980637,0.4794929100881958,0.48258226864157994,0.48755708187100383,0.49196176868234104,0.49196176868234104,0.5044282522516849,0.5044282522516849,0.5044282522516849,0.5044282522516849,0.5062783115109257,0.5162109229126914,0.5162109229126914,0.5162109229126914,0.5196925492497213,0.5205013016905924,0.5205013016905924,0.5243943022673511,0.5243943022673511,0.5264733451158969,0.5269845631716896,0.5299906644310238,0.5326551933939222,0.5328821244446365,0.5345373677888997,0.5354768589104832,0.5354768589104832,0.5400946093663099,0.5400946093663099,0.5400946093663099,0.5400946093663099,0.542403805919479,0.542403805919479,0.542403805919479,0.5445826113614923,0.5445826113614923,0.5453616827910762,0.5453616827910762,0.5465847880947947,0.5465847880947947,0.547655707410638,0.5485944384747055,0.5489873211455475,0.5499897134343554,0.5506779289750191,0.5515935783235816,0.5524280005799789,0.5527844609202215,0.5527844609202215,0.5531972480292957,0.5546125364041385,0.5549448575824143,0.5558446391974624,0.5573708275648782,0.5573708275648782,0.5575501308123003,0.5575501308123003,0.5579284450995833,0.5581301504885624,0.558650413535765,0.5602360322227529,0.5602360322227529,0.5609098245251948,0.5609098245251948,0.5609181559944011,0.5617258567426202,0.5618189230225048,0.5621496934180311,0.5624443339367476,0.5624471607767536,0.5631304569327595,0.5633057363532331,0.5636101994556084,0.5645323192202285,0.5657433064424344,0.5657433064424344,0.5657433064424344,0.5657433064424344,0.5657433064424344,0.5660534158793745,0.5660534158793745,0.5660534158793745,0.5668872784687425,0.5668872784687425,0.5668872784687425,0.5669629150495662,0.5674263543674458,0.5674263543674458,0.5674263543674458,0.5674263543674458,0.5676944905303078,0.5677416515337131
0.6,1.0,0.8,0.4467430439881846,0.4467430439881846,0.4467430439881846,0.4546013093368397,0.4664619105462601,0.4664619105462601,0.4742976685389288,0.4843747758122085,0.4843747758122085,0.4843747758122085,0.4864073138489361,0.4882790923748262,0.49569620721273167,0.49763300639945435,0.5083186723418576,0.5083186723418576,0.5094489667894911,0.5094489667894911,0.5131592319405117,0.5164277087914232,0.5231906494252195,0.5231906494252195,0.5248638092738195,0.5263429550556237,0.5281915799211796,0.530609893641217,0.532679812553973,0.5353980419856863,0.5360337728089034,0.5385953988914443,0.5402284993396976,0.5402284993396976,0.5416794100574006,0.5426743713256451,0.5474021886924375,0.5474021886924375,0.5474021886924375,0.5474021886924375,0.551641843722662,0.551641843722662,0.5529051302282678,0.5532871650747395,0.5554033075836048,0.5554033075836048,0.5554033075836048,0.5555960664550147,0.5580828945809369,0.5580828945809369,0.559796527870407,0.559796527870407,0.5598140919355075,0.5610187102414373,0.5610187102414373,0.5616468549011465,0.5629947192357335,0.5629947192357335,0.5636038605319471,0.5640615112378027,0.5648904580649906,0.5656777744552175,0.5656777744552175,0.5656777744552175,0.5669968059788877,0.5674667646927128,0.5674667646927128,0.5678945923466535,0.5679695598288989,0.568359356562329,0.5693779013233438,0.5693779013233438,0.5698476060330808,0.5700291871461348,0.5700291871461348,0.5712597138303449,0.5712597138303449,0.5722557386114563,0.5722557386114563,0.5729906633933832,0.5729906633933832,0.5729906633933832,0.5729906633933832,0.5735940537354525,0.5740196820188199,0.5742540915475233,0.5742545341865012,0.5747975448292507,0.5747975448292507,0.5747975448292507,0.575140507339295,0.5756010850737875,0.5757940056713148,0.5757940056713148,0.5759857866933796,0.5764139456009468,0.5764139456009468,0.5774412762347142,0.5774412762347142,0.5774412762347142,0.5774412762347142,0.5774412762347142
0.4,0.8,0.8,0.4535233035722782,0.4535233035722782,0.4535233035722782,0.472030776002222,0.472030776002222,0.47713999926570444,0.49402508607471096,0.49402508607471096,0.498026744739103,0.4990939616150239,0.4990939616150239,0.5009116273372934,0.5043346567188626,0.5109894002349172,0.5172054591803582,0.519230076013383,0.519230076013383,0.5208636569631167,0.5260163568070971,0.527026607745991,0.5298833675170473,0.5329377849326072,0.5329377849326072,0.5331289566521178,0.5368409211891774,0.5407556659857816,0.5428444877007599,0.544557261106283,0.547850241935509,0.547850241935509,0.5495110960560958,0.551045808561031,0.551045808561031,0.5528665324647005,0.5528665324647005,0.5534118351910614,0.5553397058706672,0.5573354146442566,0.5573354146442566,0.5588054001563953,0.5595570861502338,0.5609454478974646,0.5614433322530358,0.5627543979061832,0.5629670929784654,0.5641237577465251,0.5641237577465251,0.5647748357306634,0.5656197143251211,0.567160890464822,0.567716556686708,0.5684273874521023,0.5704026768221947,0.5709721947748515,0.5721002632305405,0.5721002632305405,0.5722659446571288,0.5723601672449112,0.5732548325985901,0.5741900978408587,0.5741900978408587,0.5745720896891435,0.5765439306487146,0.5765439306487146,0.5770686887498956,0.5770686887498956,0.5770686887498956,0.5770686887498956,0.5771820915849348,0.5783435918362325,0.5786570422096572,0.5787082645272007,0.5799543112889508,0.5803009091122897,0.5803009091122897,0.5803009091122897,0.5807565688823674,0.5809819347227583,0.5812912560931233,0.5813948345846384,0.582173699252458,0.5826040314168246,0.5827384420276946,0.5830618393944029,0.5834826604664296,0.5834826604664296,0.5834826604664296,0.5837973204429674,0.584273032396905,0.584273032396905,0.5847530316644488,0.5850445781708774,0.5851086963011689,0.5851086963011689,0.5852562699384734,0.5856844386363337,0.5859496066441233,0.586016357252233,0.5862741930262955,0.5863183219079876
0.6,0.8,0.4,0.477196571890344,0.477196571890344,0.47896182014008765,0.500003596194874,0.500003596194874,0.5137973654230233,0.5137973654230233,0.5178388804489161,0.5189028337532762,0.5242364535103242,0.5266804879247977,0.5293402919510731,0.5339882832035591,0.5375242247003741,0.540469214061324,0.5453870837956694,0.5485100604262838,0.5485804010524131,0.5520614376687084,0.5536722543441401,0.5600685032369884,0.5612457916787948,0.5612457916787948,0.5627659777505624,0.5642004855329315,0.5651972810363972,0.5685785167028108,0.5685785167028108,0.5735951773972296,0.5735951773972296,0.5756816868798703,0.575873050037354,0.5765980436791736,0.5785331999400758,0.5828629976872847,0.5828629976872847,0.5828629976872847,0.5843768004681728,0.5877850014876881,0.5877850014876881,0.5887432419630566,0.5887432419630566,0.589289872293096,0.5904590758885694,0.59054218090596,0.591854256543534,0.591854256543534,0.5933944974102178,0.5933944974102178,0.5934536864861575,0.5955607967687937,0.5955607967687937,0.595930486504766,0.5972945484187921,0.5985901191288809,0.598857228786426,0.598857228786426,0.598857228786426,0.5993626413318475,0.5999789102748223,0.600600812323106,0.6023037495594564,0.6023866683685846,0.6031066726316161,0.6031066726316161,0.6037595911226606,0.6041810874445013,0.6041810874445013,0.6042119134856211,0.605515228250566,0.605515228250566,0.6076772504277621,0.6076772504277621,0.6076772504277621,0.6076772504277621,0.6076772504277621,0.6076811033042215,0.6080142560334897,0.6080152576867367,0.6083929416992474,0.6091469392933236,0.6091469392933236,0.6097403207567388,0.6099815739712052,0.6100315259295321,0.6104310896519579,0.6104815269402077,0.6104815269402077,0.6113053372953542,0.6113709310183557,0.6113709310183557,0.6114978994467641,0.6120863747016866,0.6120863747016866,0.6120863747016866,0.6125241205268048,0.6125241205268048,0.612640702074712,0.6126953142090301,0.6128606786290823
0.8,0.4,0.4,0.477196571890344,0.477196571890344,0.49134005226937116,0.4926141285283542,0.503235721340938,0.5103816892065081,0.5202491579887493,0.5202491579887493,0.5212922583849073,0.5255282342028509,0.528060589853782,0.5281473111004589,0.5444257627257925,0.5444257627257925,0.5487115575391975,0.549009603888593,0.5507169361157787,0.5521709802890622,0.5547499174360835,0.5563371285791555,0.5626174714134864,0.5657265379969406,0.5657265379969406,0.5657265379969406,0.5657265379969406,0.5699437357664004,0.5699437357664004,0.570698616813184,0.573572841074941,0.573572841074941,0.573941343832701,0.5743569325314228,0.5784783856580167,0.5792340686077584,0.5803119193838767,0.5816929693046512,0.5816929693046512,0.5839037789979964,0.584787977030542,0.584787977030542,0.5851035100667322,0.5853314611410637,0.5857871932445835,0.5889325240847988,0.5889325240847988,0.5889325240847988,0.5889325240847988,0.5890123582061035,0.590036752099732,0.590036752099732,0.5925993165445371,0.5925993165445371,0.5925993165445371,0.5934586987933055,0.5934586987933055,0.5934586987933055,0.594208815661947,0.594787107843391,0.594787107843391,0.595112110869932,0.5953230716267006,0.595767313286013,0.5961712671397899,0.5962205795459323,0.5992343570587839,0.5992343570587839,0.5992343570587839,0.5992343570587839,0.5992904381241089,0.5992904381241089,0.5992904381241089,0.5992904381241089,0.6003196377716616,0.6003196377716616,0.6003196377716616,0.6003196377716616,0.6007295752108706,0.6007295752108706,0.6010507382512482,0.6027097370399884,0.6027097370399884,0.6027097370399884,0.6027097370399884,0.6027097370399884,0.6027097370399884,0.6027097370399884,0.6030513759278548,0.6040702619705601,0.6040702619705601,0.6040702619705601,0.6040702619705601,0.6040702619705601,0.6040702619705601,0.6046916529189362,0.6054705839191847,0.6054705839191847,0.6054705839191847,0.6054705839191847,0.6054705839191847,0.6054705839191847
1.0,0.4,0.4,0.4668366648890474,0.46969011360109375,0.48095534485487046,0.48095534485487046,0.49203439771868857,0.5002955310698973,0.5049750515556264,0.5061533079832657,0.5129851607823976,0.5191392841156744,0.5196104924703185,0.5257344166185269,0.5352094094069678,0.5352094094069678,0.5359202919202923,0.544256794910123,0.544256794910123,0.544256794910123,0.5496443722111926,0.5516928365963383,0.5516928365963383,0.5553290269197072,0.5553290269197072,0.5562369449222694,0.5593121817946014,0.5617337304369366,0.5647554140272223,0.5658630575240706,0.5658630575240706,0.56672299626903,0.5693102168699987,0.5693102168699987,0.5702803429730092,0.5703385971975092,0.5728952516172151,0.5728952516172151,0.5751514277594938,0.5781537951938593,0.5781537951938593,0.5781537951938593,0.5781537951938593,0.5797900951039516,0.5797900951039516,0.5797900951039516,0.5811316263299866,0.5817469365485137,0.5848516710871368,0.5848516710871368,0.5848516710871368,0.5848874701767419,0.5866835251747827,0.5866835251747827,0.5866835251747827,0.5866835251747827,0.5866835251747827,0.5877488468261317,0.5877488468261317,0.5877488468261317,0.5884242563393479,0.5893118911219712,0.5905873129326299,0.5905873129326299,0.5905981051960632,0.5905981051960632,0.5913582514449952,0.5922531626899069,0.5924369918411683,0.5924369918411683,0.5924369918411683,0.5927551629865075,0.5927551629865075,0.592838979169312,0.5931549719204634,0.5936741424717858,0.5936741424717858,0.5938879995196918,0.5939204870772918,0.5947690034637442,0.5947690034637442,0.5950528859881432,0.5952411350895056,0.5952623373197724,0.5964571231697229,0.5964612249876237,0.5964612249876237,0.5964612249876237,0.5968157377293586,0.5971591851313336,0.5971591851313336,0.5980478972950908,0.5988424090358535,0.5988424090358535,0.5988424090358535,0.5988460148704581,0.5988460148704581,0.5988460148704581,0.5988460148704581,0.5990323688548215,0.5990323688548215,0.5990323688548215
