gen1,gen2,gen3,gen4,gen5,gen6,gen7,gen8,gen9,gen10,gen11,gen12,gen13,gen14,gen15,gen16,gen17,gen18,gen19,gen20,gen21,gen22,gen23,gen24,gen25,gen26,gen27,gen28,gen29,gen30,gen31,gen32,gen33,gen34,gen35,gen36,gen37,gen38,gen39,gen40,gen41,gen42,gen43,gen44,gen45,gen46,gen47,gen48,gen49,gen50,gen51,gen52,gen53,gen54,gen55,gen56,gen57,gen58,gen59,gen60,gen61,gen62,gen63,gen64,gen65,gen66,gen67,gen68,gen69,gen70,gen71,gen72,gen73,gen74,gen75,gen76,gen77,gen78,gen79,gen80,gen81,gen82,gen83,gen84,gen85,gen86,gen87,gen88,gen89,gen90,gen91,gen92,gen93,gen94,gen95,gen96,gen97,gen98,gen99,gen100
0.6524799090205531,0.6524799090205531,0.6587796616094435,0.6636963743201832,0.6834925180365101,0.700784007970053,0.7069244741815386,0.7199011864302094,0.7232373604502015,0.7278933622608967,0.7487407388826359,0.7487407388826359,0.755179995344627,0.7714584947866354,0.7714584947866354,0.7735431053694881,0.7742287869182373,0.7847863201822147,0.7923338083931215,0.7979777499308706,0.8054295204548392,0.8054295204548392,0.8054295204548392,0.812489283694487,0.812489283694487,0.8149646177163854,0.8223816693098343,0.8223816693098343,0.8223816693098343,0.8301776670882292,0.8302561153150476,0.8330589623796927,0.8330589623796927,0.8365517931909348,0.8365517931909348,0.8431759589859751,0.8431759589859751,0.8431759589859751,0.8474971834366924,0.8474971834366924,0.8474971834366924,0.8481163066997144,0.8516978925448839,0.8516978925448839,0.8517889222808506,0.8537400665603273,0.8543828411475102,0.8543828411475102,0.857066216976204,0.857066216976204,0.857066216976204,0.8593926455487026,0.860326747498461,0.8622017419278982,0.862228366470484,0.862228366470484,0.8623985039317283,0.8629784057732448,0.8643344523928019,0.8653762438741688,0.8660802370009335,0.8660802370009335,0.8672970082428569,0.8704835861082052,0.8704835861082052,0.8704835861082052,0.8704835861082052,0.8704835861082052,0.8704835861082052,0.8705001764130209,0.8716424526459374,0.8716424526459374,0.8724478707490714,0.8727070658411831,0.8727070658411831,0.8727070658411831,0.8739814055272521,0.8739814055272521,0.8749011513634698,0.8752339531702528,0.8752339531702528,0.8752339531702528,0.8752339531702528,0.8760134714424046,0.8760134714424046,0.8761141081644777,0.8761757350370172,0.8763522761820403,0.8763522761820403,0.8782018153259388,0.8782018153259388,0.8783203523099428,0.8788936833861987,0.8792032237832197,0.8792032237832197,0.8792032237832197,0.8792032237832197,0.8792032237832197,0.8796038858888932,0.8796038858888932
